raw_salary,min_monthly,max_monthly,annual_months,total_min,total_max,salary_type,parse_flag
2.5万-4万·16薪,25.0,40.0,16,400.0,640.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|提取k后薪数|正常解析
2.1万-4万,21.0,40.0,12,252.0,480.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|正常解析
2万-4万·14薪,20.0,40.0,14,280.0,560.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|提取k后薪数|正常解析
3万-4.5万·14薪,30.0,45.0,14,420.0,630.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|提取k后薪数|正常解析
1.5万-2.5万·14薪,15.0,25.0,14,210.0,350.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|提取k后薪数|正常解析
1.1万-2万,11.0,20.0,12,132.0,240.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|正常解析
3万-5万·14薪,30.0,50.0,14,420.0,700.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|提取k后薪数|正常解析
面议,,,12,,,未解析,最终无匹配|面议
1.5万-3万·15薪,15.0,30.0,15,225.0,450.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|提取k后薪数|正常解析
2万-3.5万·16薪,20.0,35.0,16,320.0,560.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|提取k后薪数|正常解析
1.2万-1.8万,12.0,18.0,12,144.0,216.0,月薪,预处理|万转k|万转k|补全前项k|补全后项k|正常解析
14-18K·18薪,14.0,18.0,18,252.0,324.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-65K·16薪,40.0,65.0,16,640.0,1040.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-26K·15薪,25.0,26.0,15,375.0,390.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-30K,16.0,30.0,12,192.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
16-32K,16.0,32.0,12,192.0,384.0,月薪,预处理|补全前项k|补全后项k|正常解析
35-55K·14薪,35.0,55.0,14,490.0,770.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-60K·18薪,30.0,60.0,18,540.0,1080.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-40K·15薪,30.0,40.0,15,450.0,600.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
60-75K·16薪,60.0,75.0,16,960.0,1200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
170-220元/天,5.1,6.6,12,61.2,79.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
35-65K·14薪,35.0,65.0,14,490.0,910.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-30K·18薪,15.0,30.0,18,270.0,540.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35-65K·15薪,35.0,65.0,15,525.0,975.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
180-220元/天,5.4,6.6,12,64.8,79.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
35-40K,35.0,40.0,12,420.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
100-110元/天,3.0,3.3,12,36.0,39.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
15-27K·13薪,15.0,27.0,13,195.0,351.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-25K·15薪,20.0,25.0,15,300.0,375.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17-25K,17.0,25.0,12,204.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
30-60K·14薪,30.0,60.0,14,420.0,840.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
23-35K·16薪,23.0,35.0,16,368.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35-65K·16薪,35.0,65.0,16,560.0,1040.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24-45K·15薪,24.0,45.0,15,360.0,675.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-40K·18薪,25.0,40.0,18,450.0,720.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-45K·15薪,30.0,45.0,15,450.0,675.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-28K·15薪,25.0,28.0,15,375.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
60-90K,60.0,90.0,12,720.0,1080.0,月薪,预处理|补全前项k|补全后项k|正常解析
16-26K·16薪,16.0,26.0,16,256.0,416.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17-18K·15薪,17.0,18.0,15,255.0,270.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-38K,25.0,38.0,12,300.0,456.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-28K·16薪,15.0,28.0,16,240.0,448.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-30K·14薪,25.0,30.0,14,350.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-55K·13薪,30.0,55.0,13,390.0,715.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-30K·17薪,15.0,30.0,17,255.0,510.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
23-40K,23.0,40.0,12,276.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
30-45K·16薪,30.0,45.0,16,480.0,720.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-35K·18薪,20.0,35.0,18,360.0,630.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-35K·14薪,18.0,35.0,14,252.0,490.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-60K·14薪,40.0,60.0,14,560.0,840.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
27-35K·15薪,27.0,35.0,15,405.0,525.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-25K·18薪,15.0,25.0,18,270.0,450.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
60-80K·15薪,60.0,80.0,15,900.0,1200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22-35K·13薪,22.0,35.0,13,286.0,455.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22-28K·14薪,22.0,28.0,14,308.0,392.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-35K·16薪,20.0,35.0,16,320.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35-55K·16薪,35.0,55.0,16,560.0,880.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
19-29K·16薪,19.0,29.0,16,304.0,464.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
14-20K·18薪,14.0,20.0,18,252.0,360.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-45K·14薪,40.0,45.0,14,560.0,630.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24-45K·18薪,24.0,45.0,18,432.0,810.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-25K·14薪,20.0,25.0,14,280.0,350.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-28K·15薪,16.0,28.0,15,240.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20k-36k,20.0,36.0,12,240.0,432.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-21k,13.0,21.0,12,156.0,252.0,月薪,预处理|补全前项k|补全后项k|正常解析
25k-34k,25.0,34.0,12,300.0,408.0,月薪,预处理|补全前项k|补全后项k|正常解析
30-60K·20薪,30.0,60.0,20,600.0,1200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28-40K·13薪,28.0,40.0,13,364.0,520.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
150-200K·16薪,150.0,200.0,16,2400.0,3200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
19-35K·14薪,19.0,35.0,14,266.0,490.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-28K,15.0,28.0,12,180.0,336.0,月薪,预处理|补全前项k|补全后项k|正常解析
11-19K,11.0,19.0,12,132.0,228.0,月薪,预处理|补全前项k|补全后项k|正常解析
21-30K·14薪,21.0,30.0,14,294.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-70K·16薪,40.0,70.0,16,640.0,1120.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
26-50K,26.0,50.0,12,312.0,600.0,月薪,预处理|补全前项k|补全后项k|正常解析
19-30K·14薪,19.0,30.0,14,266.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45-75K·15薪,45.0,75.0,15,675.0,1125.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-23K·13薪,16.0,23.0,13,208.0,299.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-30K·14薪,16.0,30.0,14,224.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50-80K·15薪,50.0,80.0,15,750.0,1200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
26-35K,26.0,35.0,12,312.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
25-30K·17薪,25.0,30.0,17,425.0,510.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-60K·19薪,30.0,60.0,19,570.0,1140.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35-60K·14薪,35.0,60.0,14,490.0,840.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
100-200K,100.0,200.0,12,1200.0,2400.0,月薪,预处理|补全前项k|补全后项k|正常解析
13-23K·13薪,13.0,23.0,13,169.0,299.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
19-35K·15薪,19.0,35.0,15,285.0,525.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-19K·13薪,12.0,19.0,13,156.0,247.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-70K·18薪,40.0,70.0,18,720.0,1260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45-70K·15薪,45.0,70.0,15,675.0,1050.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-13K·14薪,10.0,13.0,14,140.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-28K·13薪,18.0,28.0,13,234.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-60K·13薪,30.0,60.0,13,390.0,780.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-27K·15薪,15.0,27.0,15,225.0,405.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-26K·14薪,20.0,26.0,14,280.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-20K·14薪,16.0,20.0,14,224.0,280.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
14-25K·14薪,14.0,25.0,14,196.0,350.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
13-22K·15薪,13.0,22.0,15,195.0,330.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17-26K·14薪,17.0,26.0,14,238.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-28K·14薪,16.0,28.0,14,224.0,392.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50-80K,50.0,80.0,12,600.0,960.0,月薪,预处理|补全前项k|补全后项k|正常解析
50-70K,50.0,70.0,12,600.0,840.0,月薪,预处理|补全前项k|补全后项k|正常解析
18-28K·16薪,18.0,28.0,16,288.0,448.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
13-21K,13.0,21.0,12,156.0,252.0,月薪,预处理|补全前项k|补全后项k|正常解析
16-22K·13薪,16.0,22.0,13,208.0,286.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-24K·13薪,16.0,24.0,13,208.0,312.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9-11K·15薪,9.0,11.0,15,135.0,165.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-50K·14薪,40.0,50.0,14,560.0,700.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
130-150元/天,3.9,4.5,12,46.8,54.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
11-22K·14薪,11.0,22.0,14,154.0,308.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35-65K,35.0,65.0,12,420.0,780.0,月薪,预处理|补全前项k|补全后项k|正常解析
20-21K·14薪,20.0,21.0,14,280.0,294.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-55K·15薪,30.0,55.0,15,450.0,825.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28-40K·14薪,28.0,40.0,14,392.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-35K·15薪,30.0,35.0,15,450.0,525.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22-25K,22.0,25.0,12,264.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
70-100K·20薪,70.0,100.0,20,1400.0,2000.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17-30K,17.0,30.0,12,204.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
23-35K,23.0,35.0,12,276.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
45-60K·14薪,45.0,60.0,14,630.0,840.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24-30K·14薪,24.0,30.0,14,336.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
40-60K·15薪,40.0,60.0,15,600.0,900.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
11-20K·20薪,11.0,20.0,20,220.0,400.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28-45K·14薪,28.0,45.0,14,392.0,630.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17-22K·14薪,17.0,22.0,14,238.0,308.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24-35K,24.0,35.0,12,288.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
18-27K·23薪,18.0,27.0,23,414.0,621.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-55K·16薪,30.0,55.0,16,480.0,880.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-60K·24薪,30.0,60.0,24,720.0,1440.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
19-29K·15薪,19.0,29.0,15,285.0,435.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-35K·18薪,18.0,35.0,18,324.0,630.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
110-120元/天,3.3,3.6,12,39.6,43.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
14-16K,14.0,16.0,12,168.0,192.0,月薪,预处理|补全前项k|补全后项k|正常解析
200-300元/天,6.0,9.0,12,72.0,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
20-28K·13薪,20.0,28.0,13,260.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
23-45K,23.0,45.0,12,276.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
20-36K,20.0,36.0,12,240.0,432.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-19K·13薪,15.0,19.0,13,195.0,247.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22-30K,22.0,30.0,12,264.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
12-16K·13薪,12.0,16.0,13,156.0,208.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
23-40K·13薪,23.0,40.0,13,299.0,520.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-24K,18.0,24.0,12,216.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
21-35K·14薪,21.0,35.0,14,294.0,490.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-22K·14薪,15.0,22.0,14,210.0,308.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45-75K·16薪,45.0,75.0,16,720.0,1200.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
26-45K,26.0,45.0,12,312.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
60-90K·15薪,60.0,90.0,15,900.0,1350.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-45K·14薪,30.0,45.0,14,420.0,630.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17-26K,17.0,26.0,12,204.0,312.0,月薪,预处理|补全前项k|补全后项k|正常解析
50-80K·16薪,50.0,80.0,16,800.0,1280.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
35-50K·14薪,35.0,50.0,14,490.0,700.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22-40K,22.0,40.0,12,264.0,480.0,月薪,预处理|补全前项k|补全后项k|正常解析
200-210元/天,6.0,6.3,12,72.0,75.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
240-300元/天,7.2,9.0,12,86.4,108.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
180-230元/天,5.4,6.9,12,64.8,82.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
16-28K,16.0,28.0,12,192.0,336.0,月薪,预处理|补全前项k|补全后项k|正常解析
12-25K·14薪,12.0,25.0,14,168.0,350.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
24-40K·14薪,24.0,40.0,14,336.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
13-16K·13薪,13.0,16.0,13,169.0,208.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-19K·14薪,15.0,19.0,14,210.0,266.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-40K·16薪,30.0,40.0,16,480.0,640.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22-35K,22.0,35.0,12,264.0,420.0,月薪,预处理|补全前项k|补全后项k|正常解析
20-24K,20.0,24.0,12,240.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
26-50K·14薪,26.0,50.0,14,364.0,700.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
14-18K,14.0,18.0,12,168.0,216.0,月薪,预处理|补全前项k|补全后项k|正常解析
50-70K·16薪,50.0,70.0,16,800.0,1120.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-20K·13薪,18.0,20.0,13,234.0,260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18-35K·17薪,18.0,35.0,17,306.0,595.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-23K,16.0,23.0,12,192.0,276.0,月薪,预处理|补全前项k|补全后项k|正常解析
18-26K·14薪,18.0,26.0,14,252.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-28K·14薪,15.0,28.0,14,210.0,392.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-16K·15薪,15.0,16.0,15,225.0,240.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
19-30K,19.0,30.0,12,228.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
15-28K·15薪,15.0,28.0,15,225.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25-45K·18薪,25.0,45.0,18,450.0,810.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16-30K·13薪,16.0,30.0,13,208.0,390.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28-40K·15薪,28.0,40.0,15,420.0,600.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
28-36K,28.0,36.0,12,336.0,432.0,月薪,预处理|补全前项k|补全后项k|正常解析
40-60K·16薪,40.0,60.0,16,640.0,960.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
120-150元/天,3.6,4.5,12,43.2,54.0,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
50-60K·16薪,50.0,60.0,16,800.0,960.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
17-30K·14薪,17.0,30.0,14,238.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12-21K·14薪,12.0,21.0,14,168.0,294.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
22-23K,22.0,23.0,12,264.0,276.0,月薪,预处理|补全前项k|补全后项k|正常解析
13-17K·13薪,13.0,17.0,13,169.0,221.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
180-260元/天,5.4,7.8,12,64.8,93.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
100-120元/天,3.0,3.6,12,36.0,43.2,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
35-55K,35.0,55.0,12,420.0,660.0,月薪,预处理|补全前项k|补全后项k|正常解析
12-18K·16薪,12.0,18.0,16,192.0,288.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50-70K·15薪,50.0,70.0,15,750.0,1050.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
45-75K,45.0,75.0,12,540.0,900.0,月薪,预处理|补全前项k|补全后项k|正常解析
30-35K·16薪,30.0,35.0,16,480.0,560.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-39K,20.0,39.0,12,240.0,468.0,月薪,预处理|补全前项k|补全后项k|正常解析
22-35K·14薪,22.0,35.0,14,308.0,490.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
100-180元/天,3.0,5.4,12,36.0,64.8,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
150-160元/天,4.5,4.8,12,54.0,57.6,日薪换算,预处理|元/天转月薪|构造标准文本|补全前项k|补全后项k|正常解析
70-100K·15薪,70.0,100.0,15,1050.0,1500.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15-26K·14薪,15.0,26.0,14,210.0,364.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
70-90K·15薪,70.0,90.0,15,1050.0,1350.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
50-75K·15薪,50.0,75.0,15,750.0,1125.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-21K·13薪,20.0,21.0,13,260.0,273.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10-11K·14薪,10.0,11.0,14,140.0,154.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
30-35K·14薪,30.0,35.0,14,420.0,490.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
20-28K·15薪,20.0,28.0,15,300.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
13-24K·13薪,13.0,24.0,13,169.0,312.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
1-4K,1.0,4.0,12,12.0,48.0,月薪,预处理|补全前项k|补全后项k|正常解析
14-16K·13薪,14.0,16.0,13,182.0,208.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
100k-150k,100.0,150.0,12,1200.0,1800.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-9k·15薪,5.0,9.0,15,75.0,135.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
70k-120k,70.0,120.0,12,840.0,1440.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-9k·15薪,6.0,9.0,15,90.0,135.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-9k·14薪,8.0,9.0,14,112.0,126.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4k-6K,4.0,6.0,12,48.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-10K,8.0,10.0,12,96.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-10K,5.0,10.0,12,60.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
3k-4K·13薪,3.0,4.0,13,39.0,52.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
2k-3K,2.0,3.0,12,24.0,36.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-5K,4.0,5.0,12,48.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-11K,10.0,11.0,12,120.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
2k-5K,2.0,5.0,12,24.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
2k-4K,2.0,4.0,12,24.0,48.0,月薪,预处理|补全前项k|补全后项k|正常解析
3k-4K,3.0,4.0,12,36.0,48.0,月薪,预处理|补全前项k|补全后项k|正常解析
7k-9K,7.0,9.0,12,84.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-10K,6.0,10.0,12,72.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-7K,4.0,7.0,12,48.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-7K·14薪,6.0,7.0,14,84.0,98.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6k-8K,6.0,8.0,12,72.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-9K,4.0,9.0,12,48.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-8K,4.0,8.0,12,48.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-8K,5.0,8.0,12,60.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
3k-8K,3.0,8.0,12,36.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
3k-5K,3.0,5.0,12,36.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-6K,5.0,6.0,12,60.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-9K,8.0,9.0,12,96.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-11K,6.0,11.0,12,72.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-5K·13薪,4.0,5.0,13,52.0,65.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-12K,7.0,12.0,12,84.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
9k-12K,9.0,12.0,12,108.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
3k-6K,3.0,6.0,12,36.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-7K,5.0,7.0,12,60.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
1k-2K,1.0,2.0,12,12.0,24.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-9K,5.0,9.0,12,60.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-6K·13薪,5.0,6.0,13,65.0,78.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
